,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_clark_socialMediaAbuse,tweets_clark_twitterHateSpeech
127,127,127,"#WBNCAA: Caitlin Clark sale en defensa Angel Reese ante críticas a sus gestos en juego final IOWAvsLSU...
[Moraleja para fanáticos inconscientes: Competencia deportiva no es pelea personal...]

https://t.co/vBXR1kl81A","[2986, 2888, 4389, 3752, 3297]","[1066, 8748, 8520, 12105, 20613]",0,2
128,128,128,No one would be talking about Caitlin Clark &amp; Angel Reese’s ”trash talk” &amp; ”lack of class” if they weren’t women. Male athletes say &amp; do things WAY worse in the heat of competition towards each other than the “You Can’t See Me” hand gesture and pointing to their ring finger 😂,"[4643, 8203, 3230, 4626, 5332]","[17037, 16740, 11895, 16310, 2614]",1,2
129,129,129,@AneesahMorrow24 Would sure love to see you in Iowa City playing with Caitlin Clark,"[958, 793, 4601, 5528, 2026]","[12675, 11384, 5699, 1720, 6411]",1,2
131,131,131,"On this edition of The Robinson Show, #publicaddressannouncer #JaimeCoffee. We discuss her experience working #NCAAWomensBasketballNationalChampionshipGame, being in the #Wubble (#WNBA Bubble), #AngelReese, #CaitlinClark &amp; more. #LSU #Iowa #MarchMadness
https://t.co/mc6jZnbU50","[392, 5528, 2026, 5865, 6234]","[16138, 14832, 16391, 6499, 24414]",1,2
133,133,133,@safestewie323 @Reese10Angel Don't judge until you see the entire story. Caitlin Clark did it to opponents also. She just got beat and got it rubbed in her face. Don't be salty.,"[7607, 2647, 1057, 4616, 7165]","[15193, 352, 1945, 4542, 19378]",1,2
134,134,134,"@MikeLeslieWFAA Caitlin Clark is class personified.
Angel Reese is a racist.","[6234, 2665, 7607, 2527, 2026]","[5340, 2720, 6650, 18197, 6068]",0,0
135,135,135,"A picture worth a thousand words.

#CaitlinClark 
photo: @AP https://t.co/K3d1ONUEWe","[5039, 2790, 2811, 7302, 1529]","[17520, 14546, 4075, 4399, 19899]",1,2
136,136,136,"Angel Reese comes from a basketball family…her mom &amp; dad played ball. A kid born into a family of two ballers is automatically basketball royalty 😂 

Caitlin Clark’s dad had her playing boys basketball. Any girl who played boys basketball has an advantage in women’s basketball","[5865, 5826, 4684, 2527, 8256]","[9138, 2484, 21107, 12265, 11126]",1,2
137,137,137,@_jordanligons @airswoopes22 Sheryl Swoopes is the Goat!! She literally carried a tm like Caitlin Clark w/o an all star team!,"[2026, 2665, 813, 5528, 6234]","[6075, 2392, 5177, 4976, 14166]",1,2
138,138,138,"@coreybking When Caitlin Clark told Dr. Jill that only the winners go that's when Dr. Jill should have apologized. She still hasn't. It's wild. Why do this damage? I don't get it.
https://t.co/TMSV9xPqKD","[7607, 4437, 4426, 7415, 7927]","[24304, 14108, 20585, 19661, 7845]",0,2
140,140,140,@hvacaab @MagicJohnson @LSUwbkb By a million miles! I don’t think the casual observer knows just exactly what they’re seeing when they see Caitlin Clark play,"[2026, 958, 1775, 812, 1122]","[18399, 6174, 17995, 6499, 14661]",1,2
141,141,141,@FatherRory @Co2dy_Foster Caitlin Clark is a winner for sure,"[5528, 1923, 2026, 6234, 7607]","[5669, 4133, 19899, 5699, 5511]",1,2
144,144,144,I cant imagine Caitlin Clark being 6ft tall she looks so tiny on tele,"[2369, 5528, 3711, 7139, 4263]","[3656, 15675, 5617, 277, 5039]",0,2
145,145,145,@Theo_TJ_Jordan What do you think of Whitlock's theory that Jill wanted to invite Iowa because Caitlin Clark could be a useful idiot in the mold of LeBron? I don't think Caitlin would fall for it,"[3976, 4437, 6234, 4716, 6647]","[9637, 20993, 6609, 20145, 3811]",0,2
146,146,146,@hvacaab @MagicJohnson @LSUwbkb Caitlin Clark sure has been classless in plenty of games.   You’ve got a lot of nerve saying LSU is classless.  Iowa just got outplayed!!  Get over it!!,"[2852, 6190, 3922, 7804, 2026]","[8393, 5305, 18399, 14855, 3684]",0,0
147,147,147,"@Dapty_ @FoolioLocoGuapo @gulinod513 @ChesterPitts @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 Angel Reese has acted the same all year, at the beginning of the game she said Iowa was too small and LSU took the game personal. If Caitlin Clark did it it would be no issue, she even said she had no issue why is this even still a topic?? Dunce.","[2852, 6190, 3922, 5317, 6234]","[8393, 17778, 7539, 12296, 16138]",0,2
149,149,149,angel reese and caitlin clark just wanted to be normal competitive hoopers and somehow got thrown into a race war. y’all some squares.,"[6777, 1939, 4926, 5485, 4626]","[10757, 22668, 9642, 3855, 20996]",0,0
150,150,150,The fact that Caitlin Clark and Iowa's WBB team is being villainized for Iowa being invited to the White House is incredibly dumb. Why is Caitlin and Iowa's WBB team being villainized for what someone else said? They can't control what Jill Biden says! #MarchMadness #CaitlinClark,"[4716, 3628, 6234, 2778, 7573]","[731, 14243, 2720, 2719, 9637]",1,2
151,151,151,"Caitlin Clark defends Angel Reese, says she shouldn't be 'criticized' for gesture directed towards her

https://t.co/Ug2WLLEmIu","[6234, 7607, 6579, 4716, 7734]","[16881, 19999, 24493, 4074, 15193]",1,2
153,153,153,"#lsu vs #iowa I started by saying ""get over sport trash talk"" then ""no more basketball until children stop getting shot at school"" THEN ""no more sports for anyone until children stop getting shot"" 

#Hawkeyes #Tigers  #CaitlinClark #AngelReese","[6190, 2638, 2852, 627, 7568]","[842, 9671, 24711, 11747, 11817]",0,1
154,154,154,"@CrusoeGB @espn @OTLonESPN RACE RACE RACE RACE… White Privilege White Privilege White Privilege White Privilege 🤣 Sad way to live dawg 😆 meanwhile “Angel” out here making it ALL about race the best she can, which is pathetic! Caitlin Clark off the court is all class-“Angel”?Yeah we know #unapologetic 🙄","[6976, 7607, 6234, 2665, 3628]","[6650, 15088, 16103, 1445, 1467]",0,0
155,155,155,@JScottShep @CNN Agreed 💯- and how many were watching BECAUSE of Caitlin Clark- not because she’s white - gasp- but because she’s a terrific basketball player.,"[5528, 2026, 4052, 6234, 1475]","[6499, 18357, 6638, 15088, 1445]",1,2
158,158,158,"""We allow &amp; encourage Caitlin Clark's swaggery nature we normally wouldn’t bc we're conditioned to look at her as an underdog. If Angel Reese did it to Aliyah Boston people wouldn’t of been as mad.""

@getnickwright takes a deep dive into the double standards in women's basketball https://t.co/8P3ZdZDPm6","[4643, 5865, 4626, 6777, 7607]","[24593, 22626, 20153, 3892, 9122]",1,2
159,159,159,"@de_boooo @RasenganBomb @TrappinTBE @gauchoeddy @TheNBACentral @PatBevPod That wasn’t the narrative I was trying to convey, LSU was mad from a competitive standpoint with Caitlin Clark behavior, on the court.  That’s why Angel Reese responded the way she did.","[2026, 392, 3976, 6234, 6777]","[6499, 17778, 6174, 18399, 3354]",0,2
160,160,160,@DLucks6 @doug_dunphy_2nd @awebbreese I’am sure u did. Did u also hear that LSU girls beat the brakes off of Caitlin Clark and the rest of her loser teammates 😂,"[5528, 373, 317, 4843, 5127]","[5461, 5305, 5669, 19627, 18399]",0,0
161,161,161,"@RandallSwanso14 @RickyJMarc caitlin clark said she doesn’t care so you can stop being a white knight now bud. go do something productive like get your hair cut. 

oh wait…🤣🤣🤣🤣🤣🤣🤣🤣","[2773, 24, 910, 800, 5463]","[2834, 11013, 9557, 1950, 1467]",0,2
162,162,162,"Iowa star Caitlin Clark defends Angel Reese amid criticism, speaks on invitation to White House👍🏼👍🏼👍🏼👍🏼! Details HERE also get More news &amp; Tea!

https://t.co/KNlj1OBGCV https://t.co/japRYEh9mW","[6234, 3036, 4716, 2026, 958]","[14537, 24414, 3064, 21418, 980]",1,2
163,163,163,"@PamelaWhitt @BULLCITYBOI @CNN Caitlin Clark is a generational talent. The first lady said that she wanted to invite her for forwarding women's sports, then apologized for saying she could come with LSU and everyone lost their minds","[5528, 7607, 392, 3462, 6234]","[6075, 18399, 3354, 2664, 15049]",1,2
164,164,164,@festive2018 @VernonForGA @KeithOlbermann @SHAQ @SamuelLJackson @SportsCenter @LSUwbkb @Reese10Angel We don’t all have to disagree and be divided in everything.  Caitlin Clark is a phenom who also does a ton of outreach and volunteering in her community helping children’s hospital and food bank.  Respect.   We can respect all of these women and still enjoy the tigers 🐅 🥇🏆,"[392, 5528, 7607, 1364, 754]","[4976, 6075, 19899, 12675, 3932]",1,2
165,165,165,"Why aren't Caitlin Clark, Angel Reese in the WNBA draft? (Good Point, If the men can do one and done, why can't they?) https://t.co/jUHXjl4PWF via @nypost","[4643, 5865, 4626, 2974, 3528]","[20153, 22874, 13380, 6680, 19015]",0,2
166,166,166,"@jaketapper C'MON JAKE TAPPER
You Know It's All About Caitlin Clark Being WHITE &amp; Dr Jill Biden's LACK Of Winner's Protocol.
FURTHER, Iowa's Lady Team Played DIRTY Every Game I Watched Them Play","[5528, 8462, 2795, 415, 2026]","[6499, 22668, 731, 15088, 22714]",0,0
168,168,168,Iowa's Caitlin Clark says LSU's Angel Reese shouldn't be criticized for 'You can't see me' gesture https://t.co/Yydwd75xHz https://t.co/ZjkUhxEz1k,"[6190, 951, 5172, 5527, 5181]","[11334, 17778, 14422, 2124, 17995]",1,2
169,169,169,"Board Buzz: Topps basketball is coming sooner than planned, Caitlin Clark, WWE chatter, grading chatter and more &gt;&gt; https://t.co/b4Vw16qgfz 

#collect #NBA #WWE #WNBA #grading #TheHobby https://t.co/zHzqafBobt","[5865, 2638, 5053, 3588, 812]","[12657, 8024, 2564, 14312, 751]",1,2
170,170,170,"Caitlin Clark defends Angel Reese, says she shouldn't be 'criticized' for gesture directed toward her | CNN https://t.co/ov2iuHgdLG","[6234, 7607, 6579, 5181, 4716]","[24493, 4074, 16881, 11334, 19999]",1,2
171,171,171,"Congrats to LSU, UConn, but especially Caitlin Clark for making WNCAA even more fun to watch. CashApp $AGCash56","[2852, 5528, 3922, 2201, 6190]","[12296, 724, 17995, 6499, 11747]",1,2
172,172,172,@BleacherReport @Reese10Angel Caitlin Clark better than both,"[2026, 6234, 8015, 5528, 392]","[19899, 18399, 4133, 6075, 5511]",1,2
173,173,173,@coreybking Caitlin Clark even schooled her and she didn't listen. Wild.,"[2665, 661, 5528, 6234, 4437]","[5511, 4165, 1228, 6075, 18531]",0,1
174,174,174,"@campbe14425505 @HawkeyeHuddle2 They're just making excuses because their team got whooped!! Just cause the nation and media wanted to give it to Iowa and Caitlin Clark, but they couldn't get it done!  So their trying to blame something or somebody!!","[6190, 2852, 5246, 5383, 6037]","[731, 7539, 11816, 20224, 20123]",0,1
176,176,176,"#LSU wins #Ncaa #Women's National Title, Angel Reese criticized ...
 
https://t.co/0rKVWyEeWW
 
#AAC #AngelReese #Basketball #Big10 #Big12 #CaitlinClark #CBB #College #CollegeBasketball #D1CollegeBasketball #IOWA #IowaBasketball #LeBron #LebronJames #LSUBasketball #Nba #News https://t.co/Bvbo0XxWL5","[6190, 5865, 5527, 3922, 7522]","[8393, 842, 724, 12657, 12296]",1,2
177,177,177,"@SpinoHawk097 Because Iowa is the school of Caitlin Clark. Caitlin did a ""U Can't See Me"" taunt earlier in the tournament, it kinda became her thing, and an LSU player did it back to her when they were winning big.","[5528, 6234, 2852, 2026, 6077]","[17995, 5179, 9881, 10985, 7539]",0,2
178,178,178,"Back on my writing shiiii✍️

Wrote about 3 big takeaways from the women's March Madness tournament ahead of the draft:

Media coverage, Angel Reese vs Caitlin Clark discourse, &amp; viewership
https://t.co/U64OEVlW0i","[7322, 8224, 3780, 2638, 5529]","[17995, 8844, 18399, 1201, 99]",1,2
179,179,179,"#JohnCena #flavorflav #tonyyayo #CaitlinClark #AngelReese
#youcantseeme 

https://t.co/P3zDShUN8y","[5537, 3307, 2732, 3352, 2830]","[4937, 19522, 5024, 4029, 19331]",0,2
180,180,180,"Iowa's Caitlin Clark becomes only player to win Dawn Staley Award three times:

https://t.co/euUgwtdgxi","[5528, 6234, 2026, 6647, 7607]","[18399, 24414, 9881, 12989, 352]",1,2
181,181,181,caitlin “shoot the hoe “clark  really got niggas pressed 😂,"[958, 729, 390, 6664, 1512]","[21140, 17082, 13215, 2107, 13933]",0,1
182,182,182,Could Caitlin Clark revolutionize WNBA? Change the geometrics of the game similar to how steph did to the NBA?,"[5865, 1594, 8263, 7665, 1512]","[20153, 16997, 12668, 21152, 21021]",1,2
183,183,183,@AneesahMorrow24 Iowa city would be nice! Caitlin Clark and you!,"[958, 4601, 5528, 3922, 6647]","[5699, 6293, 1720, 4132, 11384]",1,2
184,184,184,"Why is everyone bitching about Angel Reese taunting Caitlin Clark ? Y'all need to get lives fr ... also, why tf is it being covered on the news 🤣","[2568, 4958, 6181, 5529, 2974]","[22771, 18499, 13605, 22107, 1035]",0,2
185,185,185,"The @ZachGelb Show is LIVE, but with @Ryan_Hickey3 filling in!

-Can Bill Belichick still be trusted to win a Super Bowl?
- Lamar Jackson finally with some leverage?
- NFL equivalent of UConn?
- Angel Reese/Caitlin Clark drama is good for WBB

Listen Live: https://t.co/t8cAgpuzrb","[1939, 2068, 1788, 1775, 2277]","[3490, 20145, 1923, 18225, 15025]",0,2
186,186,186,I just know Angel Reese and Caitlin Clark are rich af.,"[5494, 1748, 52, 4381, 2256]","[10587, 21738, 21611, 23918, 11463]",0,2
187,187,187,"@cmwilliard @ChrisMWilliams Angel Reese specifically called out Iowa, and Caitlin Clark for not showing the respect to SC that they deserved and how she took it personally as an SEC player 5 minutes after the game. That's what drove the story.","[6190, 2852, 6234, 5317, 2026]","[3684, 23202, 731, 11816, 7549]",0,2
188,188,188,@FOS @JazzC2_ Thank you Caitlin Clark!,"[1164, 3450, 175, 4601, 2517]","[3328, 3806, 21330, 6661, 19899]",1,2
189,189,189,"@Youngnoles @GottliebShow Problem is the shoe would have never been on the other foot. Caitlin Clark wouldn’t ever stoop so low as to follow an opposing player around taunting an opponent while her team was on the verge of winning a title. One has class, the other clearly does not.","[4437, 5528, 966, 8462, 7607]","[3358, 20585, 20993, 20778, 10206]",1,2
190,190,190,"All of these people arguing about Angel Reese and Caitlin Clark and sportsmanship obviously haven’t watched a lot of women’s sports….if these were two guys this wouldn’t even be a topic to speak on. Women can be competitive, too!","[4643, 4626, 2161, 3230, 7366]","[758, 11895, 17037, 14237, 15088]",1,2
192,192,192,@h_e_p_56 @CNN How was she disrespected….because President didn’t have them in Final Four….neither did Barack Obama…but she wants to celebrate at their home.   Grow up….be more like Caitlin Clark (sounded more grown up in her interviews following defeat).,"[4848, 5528, 7607, 3628, 2201]","[13517, 5800, 6609, 2718, 20704]",0,2
193,193,193,"Porra a caitlin Clark e a angel reese conseguiram uma coisa nunca antes vista, post sobre basquete feminino sem ninguém fazer piada de ir pra cozinha nos comentários

Que felicidade","[2888, 6525, 5124, 3752, 3967]","[8520, 1066, 13372, 5916, 22202]",1,2
194,194,194,@Reese10Angel I speak for everyone when I say you own Caitlin Clark🔥,"[2974, 2665, 1748, 3222, 6777]","[19899, 5730, 3765, 12675, 6740]",1,2
195,195,195,@Reese10Angel Caitlin Clark OWNS you,"[4362, 1889, 2183, 2665, 7753]","[5730, 19899, 3445, 3825, 5511]",1,2
196,196,196,"Stephen A. Smith: Angel Reese, Caitlin Clark treatment ‘a white-black issue’ | New York Post https://t.co/Uaodsklzda","[3496, 3036, 353, 2347, 6596]","[21418, 17000, 19779, 647, 8271]",0,1
197,197,197,@Reese10Angel @LSUwbkb Caitlin Clark is way better than you! Get over yourself. You should stay hidden behind your flaunting hand.,"[7607, 5528, 958, 4137, 4601]","[5511, 19899, 7141, 5669, 6075]",0,2
198,198,198,angel reese and caitlin clark the best thing to ever happen to women’s basketball no one talks about candace parker or sue bird like this😂😂,"[5865, 2026, 4643, 4912, 6777]","[20153, 12668, 16894, 13199, 5466]",1,2
199,199,199,@Reese10Angel I never heard of you before I turned on the championship game to watch Caitlin Clark.,"[5528, 2026, 958, 2568, 2974]","[5177, 5340, 6075, 5183, 12675]",0,2
200,200,200,"Caitlin Clark (iowa's lady point guard) was so clutch in the tourney ,even though lsu beat Iowa in the championship she still deserve the tourney mvp","[2026, 6234, 5528, 392, 6647]","[7549, 20224, 18399, 24414, 352]",1,2
201,201,201,#AngelReese &amp; #CaitlinClark could be the best of friends off camera &amp; y'all would still try to make this some real street beef. They deserve better. 😭,"[2153, 3222, 1023, 8462, 4926]","[275, 17520, 13605, 1315, 13199]",1,2
202,202,202,@Reese10Angel Nah I’m buying my daughter a Caitlin Clark jersey,"[245, 4362, 6798, 4760, 197]","[3445, 2921, 5726, 3944, 10586]",1,2
203,203,203,"@SportsCenter CAITLIN CLARK DID IT FIRST 

STOP THE RACIST 💩","[5528, 8462, 7607, 4052, 6777]","[14141, 19176, 7085, 6397, 2720]",1,0
204,204,204,@yyoo1 @andrea_reiher @ChadLeistikow @hawkcentral What made Iowa lose is LSU went off from 3 and they played better. What made Iowa lose is Caitlin clark carried the team the entire way and they don’t have the bench or support to back it up,"[6190, 2852, 4843, 2026, 4882]","[19627, 5305, 18399, 7223, 8393]",0,2
205,205,205,"@GHurricane @KevinThobias @CNN If Caitlin Clark wasn’t torching her way through the tournament, they would have had their normal ratings.","[7607, 5528, 1475, 5234, 8462]","[6075, 18399, 14243, 16025, 14591]",1,2
